gene1,gene2,similarity_score
GLIPR2,DCN,54.36047818852855
NID1,DCN,54.36047818852855
NFE2L2,HMOX1,54.31835563355991
MUTYH,NUDT1,54.21760540455964
IGF1,COL11A2,54.199938831213316
FASLG,BCL2L1,54.11464100958575
FGFR4,SLC10A2,54.08794447218268
BAX,CALM1,54.03889738323995
HSPA5,CASP4,54.00181534942111
NEUROG1,CHFR,53.97286615936339
BRCA2,PDCD1,53.913968724897344
SHH,SMO,53.710591284948975
OPCML,ARID4A,53.691593610545276
OPCML,RARB,53.691593610545276
ANXA5,CALM1,53.65418717168745
TNFSF10,RELA,53.65072465467182
COL11A2,XIAP,53.60980330974112
BAX,BIRC3,53.29926167400962
ITK,SMAD7,53.20842712326328
TCFL5,PARP1,53.16804954348665
SLC7A5,SLC43A2,53.075272641476495
SLC7A5,SLC3A2,53.075272641476495
SLC7A5,SLC7A6,53.075272641476495
CYP1A1,CYP3A4,52.97722299393025
SFRP1,ZSCAN18,52.94496085797758
SFRP1,DCLK1,52.94496085797758
AKT1,BCL2L1,52.84979632511542
SFRP1,UCHL1,52.778431656951874
RASSF1,MECP2,52.75507593646666
RASSF1,MBD1,52.75507593646666
DICER1,TNFRSF10C,52.64959161240823
DICER1,FBN1,52.64959161240823
PIK3CD,ANXA5,52.63570190923372
TNFSF10,CFLAR,52.39209010344736
ANXA5,DDIT3,52.32887921607904
BCL2,BIRC3,52.26043432989045
ANXA5,BID,52.1919621724942
VIM,S100A4,52.00432366687364
ABCC2,ABCC3,51.820825762345436
ABCB11,CYP7A1,51.80507325854523
BCL2L1,RELA,51.78212484086655
SLIT2,SLIT3,51.78133092917203
CDKN1C,TNFRSF10D,51.61088707526497
CDKN1C,RASSF5,51.61088707526497
CDKN1C,PTPN6,51.61088707526497
HOXB7,ISL1,51.569864590465805
MCL1,CFLAR,51.51346815048408
BCL2,MUC5AC,51.47743661120644
NFE2L2,TXN,51.452081242649854
PARP1,NFKB1,51.440014013357505
CDO1,RPP14,51.40427468196974
MUC1,BAX,51.38039473728694
WISP3,AXIN2,51.366665348796225
WISP3,DKK3,51.366665348796225
CASP3,BIRC3,51.339964672799255
BAX,VEGFC,51.31919364821448
BCL2L1,BAK1,51.1987922623263
CYP1A1,GSTM1,51.18176242887871
PDCD1,PIK3R1,51.16933042858875
PARP1,CDK2,51.03518761994559
RASSF1,MGMT,51.01840208194416
PARP1,IGF1,50.96357391019817
RPS4X,DKC1,50.95764074222398
CEACAM5,LRPAP1,50.936073545118326
HMOX1,GCLC,50.814393028563046
MBD2,SDHB,50.786708960585855
CDH13,GRIN2B,50.63730525767227
FGFR4,KLB,50.60208169071508
CFLAR,CALM2,50.60162665904793
TNFRSF10B,BIRC3,50.60137859896642
CASP3,VEGFC,50.59508512307172
ITK,LDHB,50.45914046819883
BCL2,CALM1,50.34630323810868
DICER1,HOXA1,50.17258235575454
BCL2L1,TNFRSF10B,50.16930160752916
F2R,EPOR,50.159472877305205
F2R,EPO,50.159472877305205
SHC2,VDAC1,50.11435513391894
SHC2,GPX1,50.11435513391894
FGFR4,RARA,50.04794322720549
CASP3,CALM1,50.02955196473102
CD9,SERPINA3,50.00504754879327
CDH17,TWIST1,49.98141507899238
ZEB1,TWIST1,49.69691159583013
NR0B2,RARA,49.364536666368686
TXN,GCLC,49.28820772807815
CASP9,NFKB1,49.28132307405992
NEUROG1,DICER1,49.25424155886948
RASSF1,CHFR,49.242334098217455
REG4,REG1A,49.193272116651116
WNT3,WNT2,49.14106754216739
CYP24A1,CYP27B1,49.070181719815196
DNMT1,SOD2,49.0521981056285
GLUD1,SIRT3,49.0452715857707
TCFL5,MCL1,49.031066113249814
NEUROG1,CDH13,49.020179733483005
MUC5AC,BAX,48.95644633591614
PARP1,TNFRSF10A,48.90329876271125
BAX,HMOX1,48.87586774608592
ITK,SMAD2,48.870493736247006
CDH17,S100A4,48.830663121829076
DNTT,CALM1,48.78901291116655
SLAMF7,PRKCE,48.757222037902906
APAF1,PRKCE,48.757222037902906
PRKCE,SPRN,48.757222037902906
TNFRSF10C,SHOX2,48.74838126943011
FBN1,SHOX2,48.74838126943011
S100A4,SNAI1,48.62253597563596
MCL1,TNFRSF10A,48.61897500807597
NCL,SRR,48.618424812890545
CASP8,RELA,48.58528067703795
RBP1,RBP7,48.47324185567333
BCL2,HCCS,48.380597818681906
CCNB2,UBE2C,48.33354417908592
CYP17A1,ADRB1,48.29739303889451
CYP17A1,ADRB3,48.29739303889451
YWHAZ,TRADD,48.1464287146416
EGR1,NFATC2,48.12803384396664
CDH13,HOXA1,48.088497576191614
TNFRSF10B,BIRC2,48.0264690374555
BAX,MYC,47.98493411686058
CDH2,S100A4,47.83086244275015
UHRF1,FADD,47.78131384623819
SNAI1,TWIST1,47.64231896050392
BCL2,HMOX1,47.62158473434184
AKT1,CASP9,47.56655667266115
DNMT1,SOD1,47.538473956659466
CASP9,CFLAR,47.37177361836419
COL11A2,CFLAR,47.16568979758999
TNFSF10,FAS,47.13416678851383
FBN1,CDH6,47.0931550736985
MYD88,LY96,47.09036909498071
ANXA5,PHLPP1,47.04558808105751
BAX,BIRC2,47.019457975717046
TXNRD1,GLRX,47.01813236405544
CDH13,TNFRSF10C,46.95302503046821
CDH13,FBN1,46.95302503046821
MGMT,CDO1,46.907339778265765
BCL2,MUC2,46.80780912056676
PLOD2,UHRF2,46.741025543295116
CASP3,BID,46.70441238579361
PPP1R10,CDK7,46.693267662685415
BCL2,BIRC2,46.62703570924941
BCL2,PHLPP1,46.53247543114199
MLH1,NEUROG1,46.499907514504145
IL1A,IRF7,46.42549884072281
IL1A,TLR7,46.42549884072281
WNT7B,WNT5A,46.3757558054142
ANXA5,HLA-DRB4,46.374441045558044
TNFRSF10C,TPD52,46.31431635548783
FBN1,SNRPF,46.31431635548783
FBN1,TPD52,46.31431635548783
FBN1,HBE1,46.31431635548783
AKT1,STAT3,46.28920478578345
CDH1,DICER1,46.23925254828935
CASP9,XIAP,46.228231236322834
UCHL1,LDHB,46.22312620876599
NCL,MFGE8,46.171700892543456
ORM2,KIF18A,46.11240714290258
CASP9,CDK4,46.032562336860366
TIMP1,NQO1,46.0085701600323
CDH1,CDH13,45.98880743962812
SLC7A5,LAT2,45.93123180740041
PLOD2,PDPK1,45.828809027676144
PLOD2,JUNB,45.828809027676144
BAX,PTGDR,45.815599835723
RNASEL,CCL20,45.611863277395884
NOTCH3,NOTCH4,45.49656854555352
CDH17,ZEB2,45.48513018042883
RUNX3,DAPK1,45.42242732601579
ERCC1,SLC31A1,45.36704008859151
BAX,IGF1R,45.32381026621143
NFE2L2,GSTP1,45.30046737641639
MCL1,RELA,45.260946611318516
BAX,HLA-DRB4,45.166843152973854
PARP1,FAS,45.05684200350693
CASP8,DDIT3,44.93349366697248
CCND2,CDH13,44.92875587955932
SFRP1,TMEFF2,44.907621072206275
BAX,PHLPP1,44.8990468887972
NCAM2,CCDC40,44.86563223461571
NCAM2,CDH10,44.86563223461571
OCLN,CLDN7,44.840399211842886
CYP7A1,RARA,44.80701398978915
BCL2,HLA-DRB4,44.7724756175541
UCHL1,NPTX2,44.730000993183076
CDC42,PDGFD,44.68936695530847
GLI1,SMO,44.664560263838574
DAPK1,CHFR,44.65200630479541
NOTCH4,HEY1,44.59515404630258
NOTCH4,HEY2,44.59515404630258
TGFB1,ZEB1,44.53781741344006
TMEFF2,CDH13,44.51841236541516
CFLAR,TNFRSF10B,44.50819705606195
PTGES,PTGER1,44.50656819939934
MUC2,BAX,44.38954690146232
BCL2,PTGDR,44.35904003302422
MUC5AC,ANXA5,44.35682792444509
CASP8,CASP4,44.351436823792675
ANXA5,BIRC2,44.33332076070418
MSH2,PMS1,44.285083957256944
BCL2,IGF1R,44.27459960789367
NT5E,LDHB,44.26259427903176
PLOD2,FOXC2,44.16401057100771
S100B,LASP1,44.08666016836681
CCND2,GRIN2B,43.93945545176317
BAX,WWOX,43.92583617251837
STAT3,MCL1,43.879684935244896
ANXA5,HMOX1,43.83148537924927
RASSF1,UCHL1,43.826037627028704
NUP62,TOMM20,43.79983587146223
NUP62,CRMP1,43.79983587146223
NUP62,FIS1,43.79983587146223
NUP62,MFN2,43.79983587146223
NUP62,OPA1,43.79983587146223
CASP3,MYC,43.75265598767781
ELF3,PRKACA,43.652870369889975
CASP3,HLA-DRB4,43.43958910547932
RASSF1,DCLK1,43.433650194425745
RUNX3,TMEFF2,43.34168407490817
ZSCAN18,SHOX2,43.335170611120475
DCLK1,SHOX2,43.335170611120475
SQSTM1,TOMM20,43.237526636105684
SQSTM1,FIS1,43.237526636105684
SQSTM1,MFN2,43.237526636105684
SQSTM1,OPA1,43.237526636105684
SFRP1,CDH13,43.180546471371954
SPAG5,GPX3,43.13684706776901
DAPK1,BECN1,43.07852553345891
CA2,CA3,43.067118571737744
SOX17,SFRP2,43.0625114496386
SOX17,SFRP4,43.0625114496386
SOX17,DKK2,43.0625114496386
CD4,FOXP3,43.046802717891396
HLA-DRB4,BIRC2,42.93133081731417
IRS2,PDPK1,42.8979889704016
IRS2,JUNB,42.8979889704016
VEGFA,VEGFC,42.85373756902756
MAPK3,MAPK8,42.809624982348424
DAPK1,NEUROG1,42.79389892665725
ANXA5,VEGFC,42.69633423035396
MTHFR,CDO1,42.64221681783263
HSPB1,ICOSLG,42.63649138864653
MUC1,ANXA5,42.61900534486002
CTNNB1,VIM,42.61305489386846
DAPK1,CDH13,42.608186294293944
MLH1,OPCML,42.57128888170087
CRY1,CRY2,42.560162930583495
CRY1,PER2,42.560162930583495
CRY2,PER2,42.560162930583495
BCL2,EZH2,42.532911175682756
TEK,ANGPT1,42.52540437372302
CDO1,TNFRSF10D,42.515924802542074
CDO1,PTPN6,42.515924802542074
VEGFA,KDR,42.41489849212896
TCF4,TCF7L2,42.40997010931686
ABCC1,ABCB1,42.29180525011202
UHRF1,UHRF1BP1,42.28298215573082
CRY1,AMH,42.20808527308485
CRY2,AMH,42.20808527308485
PER2,AMH,42.20808527308485
MUC1,CASP3,42.159858753887534
UCHL1,CDO1,42.142873970519
TNFRSF10C,ITGA4,42.12878743158721
ITGA4,FBN1,42.12878743158721
BDNF,NTRK2,42.12541728898895
MAPK1,MAPK14,42.0812339081345
TOP2A,PGP,42.04497633212002
MDK,PRKCE,42.038046883322245
CASP3,BIRC2,42.01833972984994
EPHB2,COL11A2,41.95450963446342
GSTT1,GSTM3,41.89242235657397
PLA2G4A,GTF2H3,41.88100197819252
ANXA5,IGF1R,41.87512330635758
SPN,LYZ,41.85437382338077
MUC5AC,CASP3,41.73452064927279
MYC,ANXA5,41.70112529289323
MTAP,CDK7,41.69321681146016
COL11A2,FAS,41.66784608192298
TNFSF10,IGF1,41.650574788889365
SFRP1,CHFR,41.538463037622265
BCL2,WWOX,41.52730162913328
TNFRSF10C,GRIN2B,41.495868707787494
TNFRSF10C,PITX2,41.495868707787494
FBN1,GRIN2B,41.495868707787494
FBN1,PITX2,41.495868707787494
HCCS,BAX,41.409866441700544
MCL1,XIAP,41.408881305660586
ROCK1,HOXA10,41.39514206708664
CDK4,CASP8,41.33924214760632
IDH1,IDH2,41.32809682759
MTHFR,GSTO1,41.31173939030715
CASP8,CDK2,41.23523776224286
PARP1,CALM2,41.23418845422217
CASP8,CALM1,41.18228868986453
CYP17A1,ADRA2A,41.17470921833907
BAX,CDKN1B,41.03339414584971
CASP3,PHLPP1,41.0294990959632
RNASEL,ACTA2,40.93058597498687
ACTA2,CCL20,40.93058597498687
SFRP1,DICER1,40.87267012823323
SMAD7,NT5E,40.84500378472076
BCL2L1,IGF1,40.835701900511815
BECN1,BNIP3,40.75206959416378
TIMP3,CDH1,40.704504406652
CDKN2A,RASSF1,40.678321078199986
DAPK1,DICER1,40.575958778935075
DAB2IP,WWP2,40.49086908197623
MGMT,SFRP1,40.45666844658785
CDO1,TFPI2,40.417487867135456
CDO1,TFPI,40.417487867135456
WNT7B,WNT10A,40.347291451562725
DAPK1,DCLK1,40.320104593970164
ALDH1A1,PLOD2,40.304912611742076
ALDH1A1,SMAD7,40.304912611742076
MAPK3,MAPK14,40.30202283925929
FASLG,FAS,40.28802297140812
MAT1A,MAT2B,40.24787479184587
DDIT3,HSPA5,40.23274105686282
CYP2A6,GSTK1,40.187133679049374
BAK1,NFKB1,40.111387988482115
RASSF1,CDH1,40.0366585124239
TNFSF10,NFKB1,40.0320707724159
BICC1,AHCYL1,39.99807167923289
PLOD2,NT5E,39.95653672062989
BAX,EZH2,39.82837773252911
CD28,CD2,39.817464432744984
HOXA1,ZNF331,39.81587675301218
HOXA1,SHOX2,39.81587675301218
MGMT,PMS2,39.7896227769043
KIF20A,NUF2,39.78744323850106
BRCA2,PIK3R1,39.75905813650939
PARP1,CDC25A,39.74461046550837
DEFB1,DEFB4A,39.62832633041911
TNFRSF10B,HLA-DRB4,39.62361741902631
CLDN18,CLDN1,39.58833518135418
UCHL1,HOXA1,39.53942828459197
ANXA5,WWOX,39.47912419826003
CD74,OSM,39.42314143180543
BAK1,FAS,39.33417106127986
CASP9,IGF1,39.318049302804944
XRCC1,NBN,39.26700633499971
EPHB2,TNFSF10,39.245682449791076
SFRP1,RBP1,39.24451027502625
E2F2,PTTG1,39.2345869657801
ALK,TNFRSF8,39.22907186829529
PMS2,CHD1L,39.12907531106109
COL11A2,CALM2,39.04525753823845
BCL2L1,NQO1,38.963107351015296
SNAI2,ZEB2,38.95424208257311
TIMP3,TMEFF2,38.92334113027285
ANXA5,PTGDR,38.91619380104251
NOTCH1,NOTCH2,38.843176920343964
IL2,TNFRSF9,38.838389776605744
TCFL5,BCL2L1,38.813441697209264
PARP1,BIRC3,38.80100342400705
AKT1,CASP8,38.76149604969795
GSTP1,AIFM1,38.718245653334584
BAX,CASP7,38.692840519249394
ITK,EAF2,38.68240503540045
BCL2L1,CDK4,38.59643429866391
BIRC5,COL11A2,38.58850447717713
GSTP1,G6PD,38.51603146666513
FOXP3,IL10,38.48817885185045
MAPK3,BCL2L1,38.39929313280097
PARP1,PDGFRB,38.37635618085109
MAPK1,MAPK8,38.35674092980687
CTNNB1,ITK,38.32234865776788
EPHB2,PARP1,38.24223100500068
MLH1,DCLK1,38.149567256101506
OCLN,CLDN2,38.13409138364287
SYCE1L,AIFM1,38.083583253542365
IMMP1L,IMMP2L,38.05290623537044
MECP2,PRKCE,38.0430356388702
PRKCE,MBD1,38.0430356388702
DAPK1,CDH1,37.95686207581761
TCFL5,MAPK1,37.93503476404553
ANPEP,LGR5,37.8903964289977
BCL2,CDKN1B,37.885082691994704
MMP1,NEDD4L,37.87580401066116
MMP1,MMP13,37.87580401066116
EPHB2,MAPK3,37.850603981310265
CASP9,BID,37.84989581008853
CASP8,NFKB1,37.83388777137517
CASP3,IGF1R,37.825910909896464
MAPK3,PARP1,37.820052983578684
BCL2L1,CFLAR,37.76412810653489
MLH1,CHFR,37.75272967829041
CYP2A6,AMH,37.70906586544636
TNFRSF8,SLPI,37.700828577871796
TNFRSF8,CR2,37.700828577871796
SLPI,CR2,37.700828577871796
ZNF331,SHOX2,37.66390360673467
OPCML,TFPI,37.66102691288714
MAPK3,COL11A2,37.61682034725107
MLH1,FHIT,37.50362436279797
BAX,CCNB1,37.49565013619909
BNIP3,MAP1LC3A,37.488612470762355
BAX,CASP4,37.481732239562454
TP73,CHFR,37.46010654085585
KLF2,KLF6,37.410488577443
KDR,FLT1,37.40331281850574
DAPK1,TIMP3,37.392853286368904
ANXA5,EZH2,37.33430616777179
ITK,CXCR4,37.3259113693872
CDKN2B,CHFR,37.31511124421064
TNFRSF1A,PTGER2,37.18850020660535
CYP1B1,PLCE1,37.16109275719755
AKT1,MAPK8,37.14695620968503
IL7,LBP,37.09712816286646
IL9,LBP,37.09712816286646
BCL2L1,CDK2,37.082461206707656
CDK4,CDK2,37.02783293999981
MUC2,CASP3,37.019801911596254
HDAC6,P2RY11,37.01295546139571
BIRC2,BIRC3,36.96106052127508
BIRC5,MCL1,36.944055087573616
CDKN1A,CASP9,36.841362720396084
CUL4A,IRS2,36.78378241070913
MLH1,CDH13,36.69337083899018
BAX,FADD,36.63647483418478
SFRP1,TNFRSF10C,36.62483838022076
SFRP1,FBN1,36.62483838022076
BCL2,CASP4,36.5893700128404
SFRP1,DPEP2,36.58298063430945
SFRP1,MBD2,36.58298063430945
ZNF331,HBE1,36.56561621277757
ZNF331,LPP,36.56561621277757
CDKN2B,CDH13,36.54479297051671
SLC22A3,GSTM3,36.53948452944525
GSTM3,GSTO2,36.53948452944525
ZSCAN18,PITX2,36.5339654542744
DCLK1,GRIN2B,36.5339654542744
DCLK1,PITX2,36.5339654542744
FADD,PML,36.50301078189136
BAX,TP53BP1,36.40995545166703
ZEB2,SMAD7,36.39833934034189
TCF4,WNT3,36.37959027452451
MLH1,TMEFF2,36.37384254856166
IL7,IL9,36.32595788832344
BCL2L1,NFE2L2,36.3116144920237
ITK,NEK8,36.24864892708523
PLOD2,IRS2,36.23868467356832
HOXB7,PLA2G4A,36.20283307687917
OGG1,XRCC1,36.18446493477911
ITK,TACSTD2,36.15401581835315
MCL1,CDK4,36.080112890317295
IFNA1,FKBP15,36.07918373017529
GSTT1,CYP3A4,36.07176812921004
CASP3,HMOX1,36.05314611914836
DNMT1,SOD3,36.04735717547869
BCL2,CASP7,36.035450683373284
CASP9,TNFRSF10A,36.021238511222975
HLA-DRB4,BIRC3,35.936271936009085
MCL1,FAS,35.83407194838667
ZSCAN18,ARID4A,35.79439574036352
ZSCAN18,HIC1,35.79439574036352
ZSCAN18,RARB,35.79439574036352
ZSCAN18,SNCA,35.79439574036352
DCLK1,ARID4A,35.79439574036352
DCLK1,APBA2,35.79439574036352
DCLK1,HIC1,35.79439574036352
DCLK1,RARB,35.79439574036352
DCLK1,SNCA,35.79439574036352
DCLK1,MAL,35.79439574036352
DCLK1,INA,35.79439574036352
HOXA1,APBA2,35.79439574036352
HOXA1,HIC1,35.79439574036352
HOXA1,RARB,35.79439574036352
HOXA1,SNCA,35.79439574036352
CHFR,RARB,35.79439574036352
CHFR,SNCA,35.79439574036352
CASP9,PDGFRB,35.76628522673431
CASP8,FAS,35.75334965401679
CASP3,PTGDR,35.75186440098071
MMP1,MMP11,35.741669005232254
TNFRSF10C,RARRES1,35.732111945706684
TNFRSF10C,ARID4A,35.732111945706684
TNFRSF10C,HIC1,35.732111945706684
TNFRSF10C,RARB,35.732111945706684
TNFRSF10C,SNCA,35.732111945706684
TNFRSF10C,MAL,35.732111945706684
FBN1,ARID4A,35.732111945706684
FBN1,APBA2,35.732111945706684
FBN1,HIC1,35.732111945706684
FBN1,RARB,35.732111945706684
FBN1,SNCA,35.732111945706684
FBN1,MAL,35.732111945706684
FBN1,INA,35.732111945706684
BIRC5,PARP1,35.71724383240864
SMAD7,SEC23A,35.71719765492365
CASP9,CDC25A,35.69422285778651
CDH2,NT5E,35.68915176694557
ANXA5,CASP4,35.673643080123426
MCL1,IGF1,35.67221662604529
TFPI2,TFPI,35.61296547101743
MTOR,PIK3CD,35.601210543036835
TTR,TAS1R1,35.58599364498129
TTR,TAS1R2,35.58599364498129
TTR,TAS1R3,35.58599364498129
SNRPF,HBE1,35.55008979363062
HBE1,LPP,35.55008979363062
RASGEF1A,TPT1,35.54949914536251
PDGFRB,ABL1,35.457874418785075
OGG1,NUDT1,35.44088316828652
TGFB1,SNAI2,35.39664950250933
BAX,PPARA,35.33492699888953
BCL2,TP53BP1,35.30155744496845
PDPK1,JUNB,35.286856545860886
CDH2,ANXA8,35.283341809467956
ANXA5,PPARA,35.21006226377898
ESR2,CNTNAP1,35.165779209024755
ANXA5,IL31RA,35.15004874452311
CYP39A1,HGD,35.13809946971016
TPD52,CDH6,35.12146355427474
CDH6,LPP,35.12146355427474
CASP3,EZH2,35.109495388977194
IKZF3,CRY1,35.07905184852055
IKZF3,CRY2,35.07905184852055
IKZF3,PER2,35.07905184852055
IKZF3,AMH,35.07905184852055
TXN,AIFM1,35.05573313187748
BAD,SLC31A1,35.02013980959674
BCL2,BECN1,34.995828572524054
PARP1,BID,34.94795230071878
BCL2,TIMP2,34.933083256122025
NFE2L2,SYCE1L,34.91094954366017
CDH2,LDHB,34.88954367286857
MAFG,MNT,34.8781792947476
BCL2L1,TNFRSF10A,34.862111189353925
MYD88,NOD1,34.858998767181504
RASSF1,TIMP3,34.85873985093805
CDKN1A,PARP1,34.830287328147136
BIRC5,TNFSF10,34.81879334204478
RUNX3,OPCML,34.782469789292925
RUNX3,CHFR,34.781307473063734
BAK1,BID,34.772514890749015
KDR,GAB1,34.772209994797706
CASP9,CALM2,34.75746261496223
TNFSF10,CDK4,34.747163837845676
BAX,BECN1,34.69974425288483
CASP9,FAS,34.68784278889834
MLH1,RUNX3,34.68523938878773
MAFG,MAF,34.675389868089155
MLH1,CHD1L,34.669346356701915
VASH1,VWF,34.66055109569408
ESR2,TEAD2,34.643650344800946
MGMT,DAPK1,34.60736735748326
ANXA5,CASP7,34.58863949482538
CASP3,WWOX,34.58658504156491
COPS5,SOCS1,34.57796006521524
BAK1,CALM2,34.558701881250244
AKT1,MAPK14,34.48236471530488
FAT1,TGM2,34.41682915154146
ANXA5,CDKN1B,34.385729282782684
BCL2L1,FAS,34.37367943383748
TP73,TMEFF2,34.35334616215816
MCL1,CDK2,34.257269391683266
CASP3,CASP4,34.209321241216266
WISP3,CYR61,34.164097041618525
WISP3,WISP1,34.164097041618525
WISP3,WISP2,34.164097041618525
WISP3,NOV,34.164097041618525
GSTT1,PNMT,34.16162078819763
PDPK1,MSI2,34.14745110464017
TNFSF10,CALM2,34.12248401570482
MLH1,DICER1,34.12157534783979
MSH2,MGMT,34.12131419453635
CD40LG,CD40,34.117671953299265
PTK7,TLK1,34.062803013715005
PARP1,MKI67,34.029832304884465
LAMC2,COL4A1,34.00687834223923
FLT4,PDCD1,33.98244684902154
BCL2,IL32,33.94723135582561
MTHFR,GSTK1,33.92324715701772
ZEB2,NT5E,33.913957088882476
NEUROG1,TPD52,33.909900769371326
THY1,ANPEP,33.904064980711375
CFLAR,BIRC3,33.8803008247911
CYP24A1,WWTR1,33.86579180045065
CDH2,SMAD7,33.840113311130125
MCL1,NFKB1,33.794921373020415
VIM,MMP2,33.77509977595342
PDHX,HES1,33.751810577581296
HES1,PDX1,33.751810577581296
PIK3CD,ITK,33.74795933728193
CASP9,BIRC3,33.745956129806636
NUAK1,SYNE2,33.69369780184344
ANXA5,TP53BP1,33.67390574639007
CDK1,COPS5,33.66819094337391
AICDA,MCM3AP,33.6345301780767
NES,LTBP3,33.621560482600714
CASP3,CDKN1B,33.61520033568443
CDKN2A,MLH1,33.59774988792536
COX8A,ICOSLG,33.58034064371798
MTOR,COL11A2,33.573924369628315
TNFSF10,PDGFRB,33.568526530443734
ZEB1,SMAD7,33.54369862626731
RELA,CFLAR,33.52390903428779
RUNX3,DICER1,33.4723439812607
BAX,TIMP2,33.426243989370384
SNAI2,TWIST1,33.4222802280677
KRT19,BCL2,33.420008317190806
SFRP1,CDH1,33.41167290238857
XIAP,NFKB1,33.408613727187316
CHFR,ZNF331,33.399141568203476
CYP7A1,CYP27A1,33.39256332310817
HSPG2,CHEK1,33.373618140772756
HSPG2,CHEK2,33.373618140772756
HOXA1,GRIN2B,33.311637563095296
HOXA1,PITX2,33.311637563095296
BAX,IL32,33.30264559232173
IFI27,PARP1,33.284495386555555
PLOD2,SEC23A,33.26335797723326
SMAD7,WASF3,33.26335797723326
BCL2L1,NFKB1,33.26056613366726
BAK1,TNFRSF10A,33.208444850983206
MAPK3,TNFSF10,33.14533097874874
CDH1,DCLK1,33.10940736810309
CLC,KDM1A,33.10519693427903
GRIN2B,ZNF331,33.06936709460629
ZNF331,PITX2,33.06936709460629
SHOX2,PITX2,33.06936709460629
CDH1,OPCML,33.0445091045135
SFRP1,CCND2,33.02537234637707
TNFRSF10B,BAK1,32.99341967485128
CFLAR,CALM1,32.92799048133728
PPP2R2A,PTPN1,32.886037873741884
PPP2R2A,GRB7,32.886037873741884
PPP2R2A,LYN,32.886037873741884
PTPN1,GRB7,32.886037873741884
PTPN1,LYN,32.886037873741884
GRB7,LYN,32.886037873741884
DICER1,CDKN1C,32.819598346890544
VIM,SMAD2,32.78734666238356
AKT1,RELA,32.74133339108061
MLH1,CDH1,32.73043263395767
BNIP3,LDHB,32.694712046004625
CDH1,TNFRSF10D,32.6941777995444
CDH1,RASSF5,32.6941777995444
CDH1,PTPN6,32.6941777995444
CD83,HSP90B1,32.63543824745587
MICA,HRAS,32.62356322790066
CES1,CES2,32.60174252907496
TMEFF2,DCLK1,32.595158020025686
CDAN1,TSG101,32.594687457373986
SFRP1,TIMP3,32.591542018039235
BCL2,PPARA,32.583810866059444
CEACAM8,CCL20,32.58166493829667
ZEB1,PLOD2,32.56941779291622
SFRP2,WISP3,32.5673415158041
SFRP4,WISP3,32.5673415158041
WISP3,DKK2,32.5673415158041
CDKN2B,CDKN1C,32.518239336534975
ESR1,TNFRSF10C,32.49847705313126
ESR1,FBN1,32.49847705313126
LIF,CD74,32.47302394974401
CDO1,APBA1,32.47215519087687
HSF1,SPATA20,32.464793328966564
HSF1,PGAM1,32.464793328966564
CASP8,XIAP,32.4451606675742
STAT3,TNFSF10,32.421778038251475
CYP17A1,CYP7A1,32.40699360609571
ZEB2,IRS2,32.38733520031292
PCCA,PRKACB,32.384817226223106
CDH1,NEUROG1,32.3669868512822
OPCML,APBA1,32.35779409027617
NAT2,GSTO2,32.35607277070997
PTGES3,PKD1,32.272852337892544
NOTCH2,NOTCH4,32.26297558412064
TOP2A,CCNB2,32.246680180420206
TOP2A,UBE2C,32.246680180420206
PMS1,CHD1L,32.21862160977662
PARP1,CALM1,32.17796466926733
GRIN2B,HBE1,32.170485718066786
GRIN2B,LPP,32.170485718066786
PITX2,SNRPF,32.170485718066786
PITX2,TPD52,32.170485718066786
BMPR1A,BMP3,32.1354723023038
HSPA1A,ICOSLG,32.12287779833205
REG3A,REG1A,32.11800922883267
SNAI2,SMAD2,32.10986393236543
BCL2,MAPK8,32.10685991365928
CASP3,PPARA,32.084095762135775
CASP3,TP53BP1,32.04768535240598
PLA2G4A,ISL1,32.035916105000744
CES1,CALB1,32.026407358291834
CES1,VDAC1,32.026407358291834
CES1,GPX1,32.026407358291834
PCNA,PARP1,31.922434031051953
S100A6,VHL,31.88215807217647
RELA,BAK1,31.871312504564216
NT5E,CALB1,31.846219515569523
NT5E,VDAC1,31.846219515569523
NT5E,GPX1,31.846219515569523
NT5E,MAL2,31.846219515569523
EZR,CALB1,31.83724824810225
EZR,VDAC1,31.83724824810225
EZR,GPX1,31.83724824810225
EZR,MAL2,31.83724824810225
COL11A2,PDGFRB,31.829359598665842
KRT19,BAX,31.79854989431535
RIPK1,MAP3K7,31.746268602001084
CD8A,CD274,31.732234782543518
RUNX3,ZSCAN18,31.731372045320086
RUNX3,DCLK1,31.731372045320086
MGMT,MBD2,31.725600673321583
PLCE1,ADRB1,31.712638728798026
PLCE1,ADRB3,31.712638728798026
PARP1,HLA-DRB4,31.700417779938437
GSTP1,TKT,31.68995727544327
EED,PRPF31,31.674342035893442
HOXA11,HOXA2,31.652928945802813
HOXA11,HOXA5,31.652928945802813
HOXA11,HOXB4,31.652928945802813
HOXA2,HOXA5,31.652928945802813
HOXA2,HOXB4,31.652928945802813
HOXA5,HOXB4,31.652928945802813
EPHB2,MCL1,31.62622787808725
CASP8,TNFRSF10A,31.589810471615785
CASP9,BIRC2,31.585518126037115
BCL2,FADD,31.568470950179712
ANXA5,CCNB1,31.568141435884396
MTOR,TNFSF10,31.52619739839924
EDN1,NELL2,31.47883187634043
EDN1,NRP1,31.47883187634043
EDN1,NRP2,31.47883187634043
ITGA4,SNRPF,31.47652071023561
ITGA4,TPD52,31.47652071023561
